"position","const","created","modified","description","Title","Title.type","Directors","IMDb.Rating","Runtime..mins.","Year","Genres","Num..Votes","Release.Date..month.day.year.","URL","id"
8880,"tt0217074","Mon Apr 29 19:23:53 2013","Mon Apr 29 19:23:53 2013","","Switching Goals","TV Movie","David Steinberg",5,85,"1999","comedy, family, sport",2415,"1999-12-12","http://www.imdb.com/title/tt0217074/","0217074"
5006,"tt0072930","Mon Apr 22 18:39:23 2013","Mon Apr 22 18:39:23 2013","","Black Emanuelle","Feature Film","Albert Thomas",4.7,91,"1975","drama",907,"1975-11-27","http://www.imdb.com/title/tt0072930/","0072930"
8801,"tt0263467","Mon Apr 29 19:23:52 2013","Mon Apr 29 19:23:52 2013","","In the Time of the Butterflies","TV Movie","Mariano Barroso",6.8,95,"2001","crime, drama, history, romance, thriller",1701,"2001-10-21","http://www.imdb.com/title/tt0263467/","0263467"
886,"tt0117705","Mon Apr 22 18:27:02 2013","Mon Apr 22 18:27:02 2013","","Space Jam","Feature Film","Joe Pytka",6.3,88,"1996","animation, adventure, comedy, family, fantasy, sci_fi, sport",105745,"1996-11-10","http://www.imdb.com/title/tt0117705/","0117705"
123,"tt2101441","Mon Apr 22 18:23:21 2013","Mon Apr 22 18:23:21 2013","","Spring Breakers","Feature Film","Harmony Korine",5.3,94,"2012","action, crime, drama",104457,"2012-09-05","http://www.imdb.com/title/tt2101441/","2101441"
1144,"tt0486576","Mon Apr 22 18:27:28 2013","Mon Apr 22 18:27:28 2013","","4: Rise of the Silver Surfer","Feature Film","Tim Story",5.6,92,"2007","action, adventure, fantasy, sci_fi, thriller",205065,"2007-06-12","http://www.imdb.com/title/tt0486576/","0486576"
4015,"tt0084737","Mon Apr 22 18:36:19 2013","Mon Apr 22 18:36:19 2013","","Summer Lovers","Feature Film","Randal Kleiser",5.6,98,"1982","comedy, drama, romance",2908,"1982-07-16","http://www.imdb.com/title/tt0084737/","0084737"
41,"tt1119646","Mon Apr 22 18:23:20 2013","Mon Apr 22 18:23:20 2013","","The Hangover","Feature Film","Todd Phillips",7.8,100,"2009","comedy",562136,"2009-05-30","http://www.imdb.com/title/tt1119646/","1119646"
494,"tt0064429","Sun Apr 21 14:35:18 2013","Sun Apr 21 14:35:18 2013","","High School","Documentary","Frederick Wiseman",7.7,75,"1968","documentary",1062,"1968-05","http://www.imdb.com/title/tt0064429/","0064429"
6120,"tt0075200","Mon Apr 22 18:42:13 2013","Mon Apr 22 18:42:13 2013","","The Shaggy D.A.","Feature Film","Robert Stevenson",5.7,91,"1976","comedy, family, fantasy",1778,"1976-12-17","http://www.imdb.com/title/tt0075200/","0075200"
5010,"tt0076504","Mon Apr 22 18:39:23 2013","Mon Apr 22 18:39:23 2013","","Orca","Feature Film","Michael Anderson",5.6,92,"1977","adventure, horror",7628,"1977-07-15","http://www.imdb.com/title/tt0076504/","0076504"
3055,"tt0067824","Mon Apr 22 18:33:49 2013","Mon Apr 22 18:33:49 2013","","The Big Boss","Feature Film","Wei Lo",7.1,100,"1971","action, crime, drama, thriller",17934,"1971-10-03","http://www.imdb.com/title/tt0067824/","0067824"
351,"tt1038693","Mon Apr 22 18:23:57 2013","Mon Apr 22 18:23:57 2013","","The Story of Luke","Feature Film","Alonso Mayo",7.3,96,"2012","comedy, drama",2502,"2012-10-12","http://www.imdb.com/title/tt1038693/","1038693"
473,"tt0105764","Sun Apr 21 14:35:18 2013","Sun Apr 21 14:35:18 2013","","Visions of Light","Documentary","Arnold Glassman, Todd McCarthy",7.8,92,"1992","documentary, history",2431,"1992-05-14","http://www.imdb.com/title/tt0105764/","0105764"
7916,"tt0119502","Mon Apr 29 17:39:18 2013","Mon Apr 29 17:39:18 2013","","The Last Time I Committed Suicide","Feature Film","Stephen T. Kay",5.8,92,"1997","biography, drama",1686,"1997-06-05","http://www.imdb.com/title/tt0119502/","0119502"
82,"tt1092058","Sun Apr 14 11:19:34 2013","Sun Apr 14 11:19:34 2013","","The Enemies of Reason","Documentary","Russell Barnes",8.4,90,"2007","documentary",1392,"2007-08-13","http://www.imdb.com/title/tt1092058/","1092058"
3662,"tt0076451","Mon Apr 22 18:35:47 2013","Mon Apr 22 18:35:47 2013","","New York, New York","Feature Film","Martin Scorsese",6.7,155,"1977","drama, music, musical, romance",13092,"1977-06-21","http://www.imdb.com/title/tt0076451/","0076451"
5567,"tt0083619","Mon Apr 22 18:40:21 2013","Mon Apr 22 18:40:21 2013","","Barbarosa","Feature Film","Fred Schepisi",6.6,90,"1982","western",1010,"1982-02-19","http://www.imdb.com/title/tt0083619/","0083619"
5208,"tt0076716","Mon Apr 22 18:39:50 2013","Mon Apr 22 18:39:50 2013","","Sinbad and the Eye of the Tiger","Feature Film","Sam Wanamaker",6.3,113,"1977","action, adventure, drama, family, fantasy",4687,"1977-07-15","http://www.imdb.com/title/tt0076716/","0076716"
8255,"tt0267626","Mon Apr 29 18:16:31 2013","Mon Apr 29 18:16:31 2013","","K-19: The Widowmaker","Feature Film","Kathryn Bigelow",6.6,138,"2002","drama, history, thriller, war",48137,"2002-07-19","http://www.imdb.com/title/tt0267626/","0267626"
5701,"tt0221799","Mon Apr 22 18:40:50 2013","Mon Apr 22 18:40:50 2013","","An American Rhapsody","Feature Film","Éva Gardos",6.9,106,"2001","drama",3240,"2001-06-20","http://www.imdb.com/title/tt0221799/","0221799"
558,"tt0108550","Mon Apr 22 18:26:02 2013","Mon Apr 22 18:26:02 2013","","What's Eating Gilbert Grape","Feature Film","Lasse Hallström",7.8,118,"1993","drama, romance",164112,"1993-10-01","http://www.imdb.com/title/tt0108550/","0108550"
7100,"tt0105046","Thu Apr 25 02:59:57 2013","Thu Apr 25 02:59:57 2013","","Of Mice and Men","Feature Film","Gary Sinise",7.5,115,"1992","drama",30921,"1992-09-16","http://www.imdb.com/title/tt0105046/","0105046"
1155,"tt0460780","Mon Apr 22 18:27:28 2013","Mon Apr 22 18:27:28 2013","","In the Name of the King: A Dungeon Siege Tale","Feature Film","Uwe Boll",3.8,127,"2007","action, adventure, drama, fantasy",37640,"2007-04-11","http://www.imdb.com/title/tt0460780/","0460780"
6699,"tt0427327","Mon Apr 22 22:45:12 2013","Mon Apr 22 22:45:12 2013","","Hairspray","Feature Film","Adam Shankman",6.8,117,"2007","comedy, musical, romance",95327,"2007-07-13","http://www.imdb.com/title/tt0427327/","0427327"
536,"tt0831387","Mon Apr 22 18:25:35 2013","Mon Apr 22 18:25:35 2013","","Godzilla","Feature Film","Gareth Edwards",6.5,123,"2014","action, adventure, sci_fi, thriller",289825,"2014-05-08","http://www.imdb.com/title/tt0831387/","0831387"
2682,"tt0099615","Mon Apr 22 18:31:47 2013","Mon Apr 22 18:31:47 2013","","The Freshman","Feature Film","Andrew Bergman",6.5,102,"1990","comedy, crime",15525,"1990-07-20","http://www.imdb.com/title/tt0099615/","0099615"
3573,"tt1043726","Mon Apr 22 18:34:46 2013","Mon Apr 22 18:34:46 2013","","The Legend of Hercules","Feature Film","Renny Harlin",4.2,99,"2014","action, adventure, fantasy",43268,"2014-01-08","http://www.imdb.com/title/tt1043726/","1043726"
4985,"tt0081809","Mon Apr 22 18:38:56 2013","Mon Apr 22 18:38:56 2013","","Ffolkes","Feature Film","Andrew V. McLaglen",6.3,100,"1979","action, adventure, thriller",3153,"1979","http://www.imdb.com/title/tt0081809/","0081809"
4566,"tt0103069","Mon Apr 22 18:37:51 2013","Mon Apr 22 18:37:51 2013","","Texasville","Feature Film","Peter Bogdanovich",6,123,"1990","drama",1887,"1990-09-28","http://www.imdb.com/title/tt0103069/","0103069"
4677,"tt0332712","Mon Apr 22 18:38:23 2013","Mon Apr 22 18:38:23 2013","","My Baby's Daddy","Feature Film","Cheryl Dunye",4.5,86,"2004","comedy",3096,"2004-01-08","http://www.imdb.com/title/tt0332712/","0332712"
4319,"tt0448564","Mon Apr 22 18:37:15 2013","Mon Apr 22 18:37:15 2013","","Irresistible","Feature Film","Ann Turner",5.8,103,"2006","drama, mystery, thriller",4688,"2006-04-18","http://www.imdb.com/title/tt0448564/","0448564"
1352,"tt0424345","Mon Apr 22 18:27:59 2013","Mon Apr 22 18:27:59 2013","","Clerks II","Feature Film","Kevin Smith",7.4,97,"2006","comedy",112216,"2006-05-26","http://www.imdb.com/title/tt0424345/","0424345"
5727,"tt0102703","Mon Apr 22 18:40:50 2013","Mon Apr 22 18:40:50 2013","","Prayer of the Rollerboys","Feature Film","Rick King",5.4,95,"1990","action, drama, sci_fi",1703,"1990-10","http://www.imdb.com/title/tt0102703/","0102703"
348,"tt2334879","Mon Apr 22 18:23:57 2013","Mon Apr 22 18:23:57 2013","","White House Down","Feature Film","Roland Emmerich",6.4,131,"2013","action, drama, thriller",154674,"2013-06-26","http://www.imdb.com/title/tt2334879/","2334879"
566,"tt1197836","Sun Apr 21 15:27:25 2013","Sun Apr 21 15:27:25 2013","","Horizon: Is Alcohol Worse Than Ecstasy?","TV Episode","Sophie Robinson",7.7,44,"1964","documentary",35,"2008-02-05","http://www.imdb.com/title/tt1197836/","1197836"
8745,"tt2584172","Mon Apr 29 19:23:24 2013","Mon Apr 29 19:23:24 2013","","Supanatural","TV Movie","Mark Brooks",5.2,23,"2013","animation, comedy",256,"2013-04-19","http://www.imdb.com/title/tt2584172/","2584172"
4394,"tt0089153","Mon Apr 22 18:37:18 2013","Mon Apr 22 18:37:18 2013","","Flesh+Blood","Feature Film","Paul Verhoeven",6.7,126,"1985","adventure, drama",12535,"1985-06-10","http://www.imdb.com/title/tt0089153/","0089153"
6248,"tt0077660","Mon Apr 22 18:42:14 2013","Mon Apr 22 18:42:14 2013","","Harper Valley P.T.A.","Feature Film","Richard C. Bennett",5.6,93,"1978","comedy",762,"1978-06","http://www.imdb.com/title/tt0077660/","0077660"
5587,"tt0075232","Mon Apr 22 18:40:48 2013","Mon Apr 22 18:40:48 2013","","The Slipper and the Rose: The Story of Cinderella","Feature Film","Bryan Forbes",7.1,146,"1976","adventure, family, fantasy, musical, romance",1714,"1976-03-24","http://www.imdb.com/title/tt0075232/","0075232"
4176,"tt0115633","Mon Apr 22 18:36:46 2013","Mon Apr 22 18:36:46 2013","","Bastard Out of Carolina","Feature Film","Anjelica Huston",7.4,97,"1996","drama",3363,"1996-08-24","http://www.imdb.com/title/tt0115633/","0115633"
210,"tt0087985","Mon Apr 22 18:23:55 2013","Mon Apr 22 18:23:55 2013","","Red Dawn","Feature Film","John Milius",6.3,114,"1984","action, drama",40659,"1984-08-10","http://www.imdb.com/title/tt0087985/","0087985"
7730,"tt0462504","Mon Apr 29 17:38:35 2013","Mon Apr 29 17:38:35 2013","","Rescue Dawn","Feature Film","Werner Herzog",7.4,120,"2006","adventure, biography, drama, war",82378,"2006-09-09","http://www.imdb.com/title/tt0462504/","0462504"
7953,"tt1091751","Mon Apr 29 17:39:19 2013","Mon Apr 29 17:39:19 2013","","The Longshots","Feature Film","Fred Durst",5.1,94,"2008","biography, comedy, drama, family, sport",3135,"2008-08-22","http://www.imdb.com/title/tt1091751/","1091751"
1060,"tt0311320","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Blind Spot. Hitler's Secretary","Documentary","André Heller, Othmar Schmiderer",7.3,90,"2002","documentary, biography, war",1489,"2002-02-10","http://www.imdb.com/title/tt0311320/","0311320"
7304,"tt0109279","Thu Apr 25 03:00:31 2013","Thu Apr 25 03:00:31 2013","","Black Beauty","Feature Film","Caroline Thompson",6.6,88,"1994","adventure, drama, family, romance",6953,"1994-07-29","http://www.imdb.com/title/tt0109279/","0109279"
9316,"tt0093404","Mon Apr 29 19:24:54 2013","Mon Apr 29 19:24:54 2013","","Lena: My 100 Children","TV Movie","Edwin Sherin",6.9,100,"1987","drama, history",92,"1987-11-23","http://www.imdb.com/title/tt0093404/","0093404"
2503,"tt0120399","Mon Apr 22 18:31:21 2013","Mon Apr 22 18:31:21 2013","","U Turn","Feature Film","Oliver Stone",6.8,125,"1997","crime, drama, thriller",41385,"1997-08-27","http://www.imdb.com/title/tt0120399/","0120399"
8736,"tt1700443","Mon Apr 29 19:23:24 2013","Mon Apr 29 19:23:24 2013","","Pegasus Vs. Chimera","TV Movie","John Bradshaw",2.7,90,"2012","fantasy, horror, sci_fi",374,"2012-09-15","http://www.imdb.com/title/tt1700443/","1700443"
1119,"tt0337741","Mon Apr 22 18:27:27 2013","Mon Apr 22 18:27:27 2013","","Something's Gotta Give","Feature Film","Nancy Meyers",6.7,128,"2003","comedy, drama, romance",88523,"2003-12-12","http://www.imdb.com/title/tt0337741/","0337741"
3057,"tt0072730","Mon Apr 22 18:33:49 2013","Mon Apr 22 18:33:49 2013","","A Boy and His Dog","Feature Film","L.Q. Jones",6.6,91,"1975","comedy, drama, sci_fi, thriller",12221,"1975-03","http://www.imdb.com/title/tt0072730/","0072730"
5370,"tt0081617","Mon Apr 22 18:39:53 2013","Mon Apr 22 18:39:53 2013","","Terror Train","Feature Film","Roger Spottiswoode",5.9,97,"1980","horror, thriller",6304,"1980-10-03","http://www.imdb.com/title/tt0081617/","0081617"
3287,"tt0099994","Mon Apr 22 18:34:18 2013","Mon Apr 22 18:34:18 2013","","Leatherface: Texas Chainsaw Massacre III","Feature Film","Jeff Burr",5.1,85,"1990","horror, thriller",9565,"1990-01-12","http://www.imdb.com/title/tt0099994/","0099994"
3239,"tt0104756","Mon Apr 22 18:33:52 2013","Mon Apr 22 18:33:52 2013","","Lorenzo's Oil","Feature Film","George Miller",7.2,129,"1992","drama",15913,"1992-12-30","http://www.imdb.com/title/tt0104756/","0104756"
8944,"tt0077936","Mon Apr 29 19:23:54 2013","Mon Apr 29 19:23:54 2013","","Les Miserables","TV Movie","Glenn Jordan",7.3,150,"1978","drama, history",1126,"1978-12-27","http://www.imdb.com/title/tt0077936/","0077936"
922,"tt0307197","Sun Apr 21 15:27:54 2013","Sun Apr 21 15:27:54 2013","","Murder on a Sunday Morning","Documentary","Jean-Xavier de Lestrade",8.1,111,"2001","crime, documentary",3051,"2001-09-14","http://www.imdb.com/title/tt0307197/","0307197"
6757,"tt0107048","Mon Apr 22 22:45:12 2013","Mon Apr 22 22:45:12 2013","","Groundhog Day","Feature Film","Harold Ramis",8.1,101,"1993","comedy, fantasy, romance",414687,"1993-02-12","http://www.imdb.com/title/tt0107048/","0107048"
506,"tt0283058","Sun Apr 21 14:35:19 2013","Sun Apr 21 14:35:19 2013","","A Time for Life","Documentary","Lee Stanley",8.4,NA,"1991","documentary",53,"1991","http://www.imdb.com/title/tt0283058/","0283058"
8048,"tt0202907","Mon Apr 29 17:39:46 2013","Mon Apr 29 17:39:46 2013","","Hitchcock: Shadow of a Genius","Documentary","Ted Haimes",7.9,101,"1999","documentary, biography",489,"1999-10-13","http://www.imdb.com/title/tt0202907/","0202907"
7740,"tt1244754","Mon Apr 29 17:38:35 2013","Mon Apr 29 17:38:35 2013","","Conviction","Feature Film","Tony Goldwyn",7.2,107,"2010","biography, drama",33720,"2010-09-11","http://www.imdb.com/title/tt1244754/","1244754"
713,"tt1332128","Sun Apr 21 15:27:27 2013","Sun Apr 21 15:27:27 2013","","Zeitgeist: Addendum","Documentary","Peter Joseph",8.4,123,"2008","documentary, history, war",14692,"2008-10-02","http://www.imdb.com/title/tt1332128/","1332128"
283,"tt1157668","Sun Apr 21 14:34:18 2013","Sun Apr 21 14:34:18 2013","","Kicking It","Documentary","Susan Koch, Jeff Werner",7.4,98,"2008","documentary, sport",325,"2008-01-19","http://www.imdb.com/title/tt1157668/","1157668"
3986,"tt0216651","Mon Apr 22 18:36:19 2013","Mon Apr 22 18:36:19 2013","","Vampire Hunter D: Bloodlust","Feature Film","Yoshiaki Kawajiri",7.8,103,"2000","animation, action, adventure, fantasy, mystery, sci_fi",22245,"2000-07","http://www.imdb.com/title/tt0216651/","0216651"
3493,"tt0186894","Mon Apr 22 18:34:44 2013","Mon Apr 22 18:34:44 2013","","Bounce","Feature Film","Don Roos",5.7,106,"2000","drama, romance",17133,"2000-11-17","http://www.imdb.com/title/tt0186894/","0186894"
8364,"tt0829459","Mon Apr 29 18:16:33 2013","Mon Apr 29 18:16:33 2013","","A Mighty Heart","Feature Film","Michael Winterbottom",6.7,108,"2007","biography, drama, history, thriller, war",23821,"2007-05-21","http://www.imdb.com/title/tt0829459/","0829459"
4185,"tt0098253","Mon Apr 22 18:36:46 2013","Mon Apr 22 18:36:46 2013","","Santa Sangre","Feature Film","Alejandro Jodorowsky",7.7,123,"1989","drama, horror",13285,"1989-05","http://www.imdb.com/title/tt0098253/","0098253"
584,"tt0120804","Mon Apr 22 18:26:02 2013","Mon Apr 22 18:26:02 2013","","Resident Evil","Feature Film","Paul W.S. Anderson",6.7,100,"2002","action, horror, sci_fi",192052,"2002-03-12","http://www.imdb.com/title/tt0120804/","0120804"
7062,"tt0092099","Thu Apr 25 02:59:04 2013","Thu Apr 25 02:59:04 2013","","Top Gun","Feature Film","Tony Scott",6.9,110,"1986","action, drama, romance",211129,"1986-05-12","http://www.imdb.com/title/tt0092099/","0092099"
1107,"tt0307901","Mon Apr 22 18:27:27 2013","Mon Apr 22 18:27:27 2013","","25th Hour","Feature Film","Spike Lee",7.7,135,"2002","drama",146518,"2002-12-16","http://www.imdb.com/title/tt0307901/","0307901"
2659,"tt0075718","Mon Apr 22 18:31:47 2013","Mon Apr 22 18:31:47 2013","","The Bad News Bears in Breaking Training","Feature Film","Michael Pressman",5.4,100,"1977","comedy, family, sport",2239,"1977-07-08","http://www.imdb.com/title/tt0075718/","0075718"
6495,"tt0092022","Mon Apr 22 18:43:10 2013","Mon Apr 22 18:43:10 2013","","Streets of Gold","Feature Film","Joe Roth",6,95,"1986","drama, sport",486,"1986-11-14","http://www.imdb.com/title/tt0092022/","0092022"
7143,"tt0082329","Thu Apr 25 02:59:58 2013","Thu Apr 25 02:59:58 2013","","Endless Love","Feature Film","Franco Zeffirelli",4.7,116,"1981","drama, romance",5336,"1981-07-17","http://www.imdb.com/title/tt0082329/","0082329"
8642,"tt0218121","Mon Apr 29 19:23:24 2013","Mon Apr 29 19:23:24 2013","","Model Behavior","TV Movie","Mark Rosman",6.1,85,"2000","comedy",2316,"2000-03-12","http://www.imdb.com/title/tt0218121/","0218121"
4888,"tt0120757","Mon Apr 22 18:38:54 2013","Mon Apr 22 18:38:54 2013","","The Mod Squad","Feature Film","Scott Silver",4.1,92,"1999","action, crime, thriller",7658,"1999-03-17","http://www.imdb.com/title/tt0120757/","0120757"
6060,"tt0100924","Mon Apr 22 18:41:47 2013","Mon Apr 22 18:41:47 2013","","Where the Heart Is","Feature Film","John Boorman",6.1,107,"1990","comedy, drama",1268,"1990-02-23","http://www.imdb.com/title/tt0100924/","0100924"
2101,"tt0185183","Mon Apr 22 18:29:58 2013","Mon Apr 22 18:29:58 2013","","Battlefield Earth","Feature Film","Roger Christian",2.4,118,"2000","action, adventure, sci_fi",64119,"2000-05-10","http://www.imdb.com/title/tt0185183/","0185183"
7137,"tt1682940","Thu Apr 25 02:59:58 2013","Thu Apr 25 02:59:58 2013","","Playback","Feature Film","Michael A. Nickles",4.2,98,"2012","horror, thriller",4047,"2012-02-08","http://www.imdb.com/title/tt1682940/","1682940"
2927,"tt0181739","Mon Apr 22 18:33:22 2013","Mon Apr 22 18:33:22 2013","","Osmosis Jones","Feature Film","Bobby Farrelly, Peter Farrelly",6.2,95,"2001","animation, action, adventure, comedy, fantasy, romance",24678,"2001-08-07","http://www.imdb.com/title/tt0181739/","0181739"
9121,"tt1747960","Mon Apr 29 19:24:19 2013","Mon Apr 29 19:24:19 2013","","Bo Burnham: Words, Words, Words","TV Special","Shannon Hartman",8.1,63,"2010","comedy",888,"2010-10-16","http://www.imdb.com/title/tt1747960/","1747960"
4788,"tt0086005","Mon Apr 22 18:38:25 2013","Mon Apr 22 18:38:25 2013","","Never Cry Wolf","Feature Film","Carroll Ballard",7.6,105,"1983","adventure, drama",6114,"1983-10-06","http://www.imdb.com/title/tt0086005/","0086005"
3963,"tt0358294","Mon Apr 22 18:36:18 2013","Mon Apr 22 18:36:18 2013","","Into the Sun","Feature Film","mink",4.4,97,"2005","action, adventure, thriller",5677,"2005-02-15","http://www.imdb.com/title/tt0358294/","0358294"
7291,"tt0379306","Thu Apr 25 03:00:31 2013","Thu Apr 25 03:00:31 2013","","A Good Woman","Feature Film","Mike Barker",6.5,93,"2004","drama, comedy, romance",9399,"2004-09-15","http://www.imdb.com/title/tt0379306/","0379306"
60,"tt0780504","Mon Apr 22 18:23:20 2013","Mon Apr 22 18:23:20 2013","","Drive","Feature Film","Nicolas Winding Refn",7.8,100,"2011","crime, drama",414650,"2011-05-20","http://www.imdb.com/title/tt0780504/","0780504"
5921,"tt0079450","Mon Apr 22 18:41:22 2013","Mon Apr 22 18:41:22 2013","","The Legacy","Feature Film","Richard Marquand",5.7,102,"1978","horror, mystery",1518,"1978-09","http://www.imdb.com/title/tt0079450/","0079450"
498,"tt0078850","Sun Apr 21 14:35:18 2013","Sun Apr 21 14:35:18 2013","","Best Boy","Documentary","Ira Wohl",7.9,111,"1979","documentary, biography",463,"1979-09-07","http://www.imdb.com/title/tt0078850/","0078850"
9912,"tt2581316","Thu Feb 12 09:05:51 2015","Thu Feb 12 09:05:51 2015","","Angelfall","Feature Film","",NA,NA,"????","fantasy",NA,"","http://www.imdb.com/title/tt2581316/","2581316"
3477,"tt0115438","Mon Apr 22 18:34:44 2013","Mon Apr 22 18:34:44 2013","","2 Days in the Valley","Feature Film","John Herzfeld",6.5,104,"1996","comedy, crime, drama",15291,"1996-09-12","http://www.imdb.com/title/tt0115438/","0115438"
6517,"tt0107523","Mon Apr 22 18:43:10 2013","Mon Apr 22 18:43:10 2013","","Married to It","Feature Film","Arthur Hiller",5.9,112,"1991","comedy, drama",725,"1991-09-11","http://www.imdb.com/title/tt0107523/","0107523"
169,"tt0066133","Sun Jan 15 18:50:35 2012","Sun Jan 15 18:50:35 2012","","The Neon Ceiling","TV Movie","Frank Pierson",8.2,100,"1971","drama",112,"1971-02-08","http://www.imdb.com/title/tt0066133/","0066133"
905,"tt0223897","Mon Apr 22 18:27:02 2013","Mon Apr 22 18:27:02 2013","","Pay It Forward","Feature Film","Mimi Leder",7.1,123,"2000","drama",93331,"2000-10-12","http://www.imdb.com/title/tt0223897/","0223897"
8616,"tt0167872","Mon Apr 29 19:23:23 2013","Mon Apr 29 19:23:23 2013","","David Copperfield","Mini-Series","Simon Curtis",7.8,185,"1999","drama",3232,"1999-12-25","http://www.imdb.com/title/tt0167872/","0167872"
7891,"tt0151568","Mon Apr 29 17:39:17 2013","Mon Apr 29 17:39:17 2013","","Topsy-Turvy","Feature Film","Mike Leigh",7.4,154,"1999","biography, comedy, drama, music, musical",9876,"1999-09-03","http://www.imdb.com/title/tt0151568/","0151568"
8286,"tt0420901","Mon Apr 29 18:16:31 2013","Mon Apr 29 18:16:31 2013","","Beyond the Gates","Feature Film","Michael Caton-Jones",7.7,115,"2005","drama, history, war",9525,"2005-09-11","http://www.imdb.com/title/tt0420901/","0420901"
1864,"tt0088286","Mon Apr 22 18:29:30 2013","Mon Apr 22 18:29:30 2013","","Top Secret!","Feature Film","Jim Abrahams, David Zucker",7.2,90,"1984","comedy",44741,"1984-06-08","http://www.imdb.com/title/tt0088286/","0088286"
1030,"tt0329112","Sun Apr 21 15:28:30 2013","Sun Apr 21 15:28:30 2013","","Gaza Strip","Documentary","James Longley",7.3,74,"2002","documentary",285,"2002-08-01","http://www.imdb.com/title/tt0329112/","0329112"
376,"tt0481580","Sun Apr 21 14:34:21 2013","Sun Apr 21 14:34:21 2013","","Autism: The Musical","Documentary","Tricia Regan",8,94,"2007","documentary, music",622,"2007-04-18","http://www.imdb.com/title/tt0481580/","0481580"
5999,"tt0105001","Mon Apr 22 18:41:46 2013","Mon Apr 22 18:41:46 2013","","Night and the City","Feature Film","Irwin Winkler",5.8,105,"1992","comedy, crime, drama",3673,"1992-10-11","http://www.imdb.com/title/tt0105001/","0105001"
328,"tt1592525","Mon Apr 22 18:23:57 2013","Mon Apr 22 18:23:57 2013","","Lockout","Feature Film","James Mather, Stephen Saint Leger",6.1,95,"2012","action, drama, sci_fi, thriller",79970,"2012-04-07","http://www.imdb.com/title/tt1592525/","1592525"
6599,"tt0079754","Mon Apr 22 18:43:42 2013","Mon Apr 22 18:43:42 2013","","The Prize Fighter","Feature Film","Michael Preece",5.3,99,"1979","comedy",220,"1979-11","http://www.imdb.com/title/tt0079754/","0079754"
5731,"tt0101373","Mon Apr 22 18:40:50 2013","Mon Apr 22 18:40:50 2013","","At Play in the Fields of the Lord","Feature Film","Hector Babenco",6.8,189,"1991","drama, romance",2585,"1991-12-06","http://www.imdb.com/title/tt0101373/","0101373"
1119,"tt0410407","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","Orwell Rolls in His Grave","Documentary","Robert Kane Pappas",8.1,84,"2003","documentary",1058,"2003-10-23","http://www.imdb.com/title/tt0410407/","0410407"
1773,"tt0862846","Mon Apr 22 18:29:05 2013","Mon Apr 22 18:29:05 2013","","Sunshine Cleaning","Feature Film","Christine Jeffs",6.9,91,"2008","comedy, drama",60220,"2008-01-18","http://www.imdb.com/title/tt0862846/","0862846"
5656,"tt0117768","Mon Apr 22 18:40:49 2013","Mon Apr 22 18:40:49 2013","","The Stupids","Feature Film","John Landis",4.1,94,"1996","comedy, adventure",5591,"1996-08-08","http://www.imdb.com/title/tt0117768/","0117768"
967,"tt1460739","Sun Apr 21 15:27:54 2013","Sun Apr 21 15:27:54 2013","","Better This World","Documentary","Kelly Duane de la Vega, Katie Galloway",7.3,82,"2011","documentary",340,"2011-04-23","http://www.imdb.com/title/tt1460739/","1460739"
1944,"tt0360201","Mon Apr 22 18:29:31 2013","Mon Apr 22 18:29:31 2013","","Wimbledon","Feature Film","Richard Loncraine",6.3,98,"2004","comedy, romance, sport",50340,"2004-09-13","http://www.imdb.com/title/tt0360201/","0360201"
8974,"tt0337824","Mon Apr 29 19:23:55 2013","Mon Apr 29 19:23:55 2013","","And Starring Pancho Villa as Himself","TV Movie","Bruce Beresford",6.6,112,"2003","biography, drama, history, war, western",2607,"2003-09-07","http://www.imdb.com/title/tt0337824/","0337824"
2576,"tt1650042","Mon Apr 22 18:31:22 2013","Mon Apr 22 18:31:22 2013","","Dead Season","Feature Film","Adam Deyoe",4.8,85,"2012","horror, sci_fi",2757,"2012-05-15","http://www.imdb.com/title/tt1650042/","1650042"
5333,"tt0120594","Mon Apr 22 18:39:52 2013","Mon Apr 22 18:39:52 2013","","B. Monkey","Feature Film","Michael Radford",6,92,"1998","crime, drama, romance, thriller",2934,"1998-11-07","http://www.imdb.com/title/tt0120594/","0120594"
4402,"tt0082146","Mon Apr 22 18:37:20 2013","Mon Apr 22 18:37:20 2013","","Caveman","Feature Film","Carl Gottlieb",5.7,91,"1981","comedy, sci_fi",5564,"1981-04-17","http://www.imdb.com/title/tt0082146/","0082146"
1089,"tt0243872","Sun Apr 21 15:28:31 2013","Sun Apr 21 15:28:31 2013","","The Third Reich, in Color","Documentary","Michael Kloft",8.4,105,"1998","documentary, war",194,"1998","http://www.imdb.com/title/tt0243872/","0243872"
33,"tt0434409","Mon Apr 22 18:23:20 2013","Mon Apr 22 18:23:20 2013","","V for Vendetta","Feature Film","James McTeigue",8.2,132,"2005","action, drama, thriller",753592,"2005-12-11","http://www.imdb.com/title/tt0434409/","0434409"
6083,"tt0076500","Mon Apr 22 18:41:47 2013","Mon Apr 22 18:41:47 2013","","One on One","Feature Film","Lamont Johnson",6.4,98,"1977","drama, sport",1141,"1977-06-28","http://www.imdb.com/title/tt0076500/","0076500"
